"UHRSWORK","INCWAGE","region","education_level","age","gender","race_group"
50,10000,"South","Bachelor",43,"Female","White"
50,636000,"West","Bachelor",45,"Female","White"
60,69000,"Northeast","Above_Bachelor",34,"Female","White"
40,35000,"Northeast","Bachelor",23,"Male","Other"
32,32000,"West","High_School",25,"Female","Black"
40,90000,"Midwest","Some_College",37,"Male","Other"
40,55000,"South","High_School",35,"Female","White"
40,70000,"Midwest","Bachelor",41,"Male","White"
55,44000,"South","Bachelor",39,"Female","White"
50,85000,"Midwest","Above_Bachelor",27,"Male","White"
40,85000,"South","Above_Bachelor",45,"Female","White"
36,7200,"South","Some_College",21,"Female","Black"
40,84000,"West","Below_High_School",34,"Male","Other"
36,27500,"South","Some_College",30,"Male","Other"
40,14100,"South","High_School",52,"Female","White"
35,85000,"Northeast","Bachelor",64,"Male","White"
40,70000,"Northeast","Bachelor",29,"Male","White"
40,153000,"South","Bachelor",41,"Male","White"
40,73000,"West","Bachelor",55,"Male","White"
18,2000,"West","High_School",45,"Female","Other"
38,110000,"Northeast","Above_Bachelor",64,"Male","White"
40,18000,"West","Bachelor",29,"Male","Asian"
30,32000,"West","High_School",29,"Female","Asian"
40,108000,"West","Bachelor",62,"Female","White"
15,1700,"Midwest","High_School",30,"Female","White"
40,31600,"Midwest","Some_College",22,"Female","White"
40,86000,"West","Bachelor",41,"Female","White"
40,104000,"Midwest","Bachelor",39,"Female","White"
40,65000,"West","Some_College",54,"Female","White"
47,56000,"West","Bachelor",28,"Male","White"
40,38000,"West","High_School",48,"Female","White"
40,65000,"West","Some_College",25,"Female","White"
40,20000,"South","High_School",48,"Male","White"
40,142000,"West","Bachelor",63,"Female","White"
42,135000,"Midwest","Bachelor",36,"Female","White"
30,35000,"West","High_School",20,"Female","White"
50,50000,"Northeast","Bachelor",23,"Male","Asian"
40,99000,"Midwest","Some_College",55,"Male","White"
40,91000,"West","Some_College",42,"Female","Asian"
20,6300,"Midwest","Below_High_School",18,"Male","White"
40,30000,"Northeast","High_School",20,"Male","Black"
40,79000,"Northeast","High_School",65,"Male","White"
40,40000,"Northeast","Bachelor",62,"Female","Asian"
45,200000,"South","Above_Bachelor",34,"Male","White"
15,13700,"West","Bachelor",24,"Male","Asian"
40,60000,"Midwest","Above_Bachelor",61,"Male","Asian"
40,205000,"South","High_School",56,"Female","Asian"
40,40000,"South","High_School",54,"Male","White"
40,48000,"South","Some_College",64,"Male","White"
42,60000,"West","High_School",36,"Female","Other"
40,100000,"South","Bachelor",49,"Male","Asian"
50,120000,"West","Bachelor",32,"Male","Asian"
45,92000,"West","Bachelor",54,"Male","Other"
40,20800,"South","High_School",43,"Male","Other"
50,160000,"Northeast","Above_Bachelor",65,"Female","White"
45,62000,"Northeast","High_School",57,"Male","White"
20,23000,"Northeast","High_School",22,"Female","White"
40,34500,"Midwest","High_School",63,"Female","White"
45,70000,"Midwest","Bachelor",53,"Male","White"
40,26000,"Midwest","Some_College",53,"Male","Other"
60,110000,"South","Bachelor",43,"Male","Other"
40,185000,"Midwest","Bachelor",40,"Male","White"
40,80000,"Midwest","High_School",29,"Male","White"
35,20000,"Northeast","Below_High_School",46,"Female","Other"
40,75000,"South","High_School",54,"Male","White"
65,140000,"South","High_School",34,"Male","White"
40,27000,"South","Some_College",62,"Male","Other"
50,67000,"South","Above_Bachelor",40,"Male","Other"
8,2700,"South","Bachelor",35,"Female","White"
40,95000,"West","Bachelor",27,"Female","Other"
40,70000,"South","Above_Bachelor",47,"Female","White"
8,1900,"Midwest","Some_College",22,"Female","Black"
40,44000,"Northeast","Some_College",26,"Female","White"
55,78000,"South","Some_College",40,"Female","White"
40,100000,"South","Bachelor",33,"Female","Other"
50,73000,"Midwest","Bachelor",44,"Female","White"
80,35000,"South","Some_College",29,"Female","Asian"
40,140000,"West","Above_Bachelor",53,"Male","White"
10,1500,"South","Bachelor",63,"Male","Black"
20,3000,"West","Bachelor",53,"Female","White"
10,280000,"West","Above_Bachelor",59,"Male","Black"
40,22000,"West","Above_Bachelor",30,"Female","Other"
40,40000,"Midwest","High_School",27,"Female","White"
40,265000,"Northeast","Above_Bachelor",37,"Male","Asian"
50,130000,"Northeast","Bachelor",49,"Male","Other"
40,43000,"South","Some_College",25,"Male","White"
10,500,"West","Below_High_School",18,"Male","Other"
35,90000,"West","Above_Bachelor",51,"Male","White"
40,42000,"South","Bachelor",24,"Male","White"
40,54000,"West","Above_Bachelor",36,"Male","White"
40,68000,"Midwest","High_School",26,"Male","White"
70,24000,"Midwest","High_School",36,"Male","White"
40,50000,"South","High_School",29,"Female","Other"
40,33000,"Midwest","Some_College",25,"Male","White"
40,38000,"Northeast","Bachelor",27,"Female","White"
80,40000,"West","Above_Bachelor",38,"Male","Other"
25,24200,"Midwest","High_School",20,"Female","White"
60,100000,"South","Some_College",34,"Female","White"
40,60000,"Midwest","Some_College",39,"Male","White"
40,125000,"South","Bachelor",58,"Male","Black"
19,4000,"South","Some_College",38,"Female","White"
40,74000,"West","Some_College",50,"Male","White"
50,80000,"West","Bachelor",27,"Female","White"
50,97000,"Midwest","Above_Bachelor",46,"Male","White"
40,11000,"West","Below_High_School",59,"Female","Other"
84,35000,"Midwest","High_School",26,"Male","White"
40,71000,"South","Bachelor",23,"Male","White"
40,22500,"West","Some_College",28,"Male","White"
36,30000,"South","High_School",59,"Female","White"
20,18000,"West","Bachelor",54,"Female","Asian"
40,120000,"Northeast","Some_College",54,"Female","White"
44,50000,"Midwest","High_School",40,"Male","White"
40,30000,"West","Some_College",36,"Male","Asian"
25,23200,"West","Below_High_School",58,"Female","Other"
36,60000,"Midwest","Some_College",53,"Female","White"
40,106000,"Northeast","Above_Bachelor",63,"Female","Other"
40,88000,"Northeast","Bachelor",47,"Female","Asian"
40,28000,"Midwest","Some_College",52,"Male","White"
45,83000,"West","Some_College",47,"Female","White"
40,48000,"West","Below_High_School",54,"Male","Other"
40,57000,"Midwest","Bachelor",30,"Female","White"
45,100000,"Northeast","Bachelor",52,"Male","White"
40,45000,"Northeast","Some_College",26,"Female","White"
42,31000,"South","High_School",42,"Female","White"
45,120000,"Midwest","Bachelor",40,"Male","White"
40,65000,"South","Bachelor",49,"Female","White"
40,50000,"South","Above_Bachelor",36,"Male","White"
20,18000,"Northeast","Some_College",31,"Female","White"
40,25000,"South","High_School",54,"Female","White"
40,45000,"West","Some_College",31,"Male","White"
20,7000,"Midwest","Some_College",19,"Female","White"
80,100000,"West","Bachelor",29,"Male","White"
40,26600,"Northeast","Bachelor",23,"Female","White"
50,48000,"West","Bachelor",37,"Male","White"
40,45000,"Midwest","Some_College",48,"Female","White"
40,49400,"South","Some_College",24,"Male","White"
40,41300,"South","Some_College",36,"Female","White"
40,80000,"South","Some_College",29,"Female","Other"
40,120000,"South","Above_Bachelor",40,"Male","White"
40,98000,"West","Bachelor",47,"Male","Asian"
40,50000,"Northeast","Bachelor",52,"Female","White"
40,25000,"South","High_School",44,"Female","White"
40,92000,"South","High_School",54,"Male","White"
40,53000,"West","High_School",63,"Female","Other"
40,60000,"Northeast","High_School",61,"Male","White"
40,70000,"South","Some_College",40,"Male","White"
40,50000,"Midwest","Bachelor",38,"Female","White"
40,88000,"West","Bachelor",27,"Male","Asian"
25,20000,"Midwest","High_School",63,"Male","White"
40,65000,"South","High_School",31,"Female","White"
40,47000,"Northeast","High_School",64,"Female","White"
12,1400,"West","High_School",18,"Female","Other"
55,85000,"Northeast","Above_Bachelor",37,"Female","White"
44,102000,"South","Some_College",44,"Female","Other"
40,23000,"Midwest","High_School",32,"Female","White"
40,38000,"West","High_School",35,"Female","Other"
40,39100,"Northeast","Bachelor",38,"Female","White"
20,74000,"South","Above_Bachelor",65,"Female","Asian"
40,41900,"Northeast","Some_College",63,"Male","White"
40,65000,"South","Bachelor",62,"Female","White"
40,97000,"South","Bachelor",32,"Male","Black"
40,60000,"Midwest","Above_Bachelor",30,"Female","White"
16,40000,"West","High_School",52,"Female","Asian"
40,83000,"Northeast","Bachelor",39,"Female","White"
60,35000,"South","Bachelor",25,"Female","White"
40,98000,"West","Bachelor",53,"Female","Asian"
30,15000,"West","High_School",21,"Female","Asian"
30,20000,"West","High_School",21,"Male","White"
40,73000,"Midwest","High_School",41,"Male","White"
40,72000,"Midwest","Some_College",43,"Female","Asian"
40,148000,"West","Bachelor",65,"Male","Asian"
4,5000,"Northeast","Above_Bachelor",61,"Male","White"
40,60000,"Northeast","High_School",34,"Male","White"
42,20000,"Northeast","High_School",44,"Male","Other"
24,30000,"West","Some_College",24,"Male","Black"
40,20000,"Northeast","Bachelor",23,"Female","White"
40,65000,"Northeast","High_School",31,"Male","White"
42,80000,"South","Some_College",47,"Male","White"
40,80000,"West","Bachelor",43,"Male","Other"
40,100000,"West","Bachelor",45,"Male","White"
40,90000,"West","Bachelor",46,"Male","White"
45,63000,"Midwest","Some_College",50,"Male","White"
16,4100,"South","Bachelor",42,"Female","White"
40,100000,"Northeast","Bachelor",63,"Female","White"
40,27400,"Northeast","Bachelor",24,"Female","White"
40,65000,"South","Some_College",26,"Male","White"
45,100000,"Midwest","Some_College",33,"Male","White"
50,78000,"Midwest","Above_Bachelor",62,"Male","White"
40,133000,"Midwest","Some_College",47,"Male","White"
40,40000,"West","High_School",56,"Female","Other"
32,31000,"West","High_School",38,"Female","Other"
25,20000,"South","Bachelor",24,"Female","Black"
40,107000,"South","Some_College",47,"Male","White"
30,30000,"South","Bachelor",28,"Male","Other"
40,70000,"Northeast","Above_Bachelor",46,"Female","White"
40,138000,"Northeast","Some_College",48,"Male","White"
40,90000,"Midwest","Above_Bachelor",50,"Female","White"
40,105000,"West","Some_College",44,"Female","White"
40,42000,"West","Above_Bachelor",34,"Female","White"
80,60000,"South","Bachelor",27,"Male","White"
80,770000,"Northeast","High_School",32,"Male","Asian"
8,500,"Midwest","Some_College",19,"Female","White"
70,80000,"West","Some_College",40,"Male","White"
43,86000,"South","Some_College",60,"Female","White"
40,55000,"West","Bachelor",26,"Female","White"
50,30000,"Midwest","High_School",37,"Female","White"
55,6000,"South","Bachelor",42,"Male","Other"
32,19000,"Midwest","Some_College",22,"Male","White"
40,35000,"South","Bachelor",42,"Female","White"
90,8000,"Midwest","High_School",58,"Female","White"
40,36000,"South","Above_Bachelor",43,"Female","Other"
40,497000,"Midwest","Above_Bachelor",35,"Male","Asian"
40,53000,"Northeast","Bachelor",39,"Female","White"
40,180000,"Midwest","Above_Bachelor",38,"Female","White"
40,53000,"South","High_School",45,"Male","White"
42,190000,"West","Above_Bachelor",48,"Male","White"
40,160000,"South","Above_Bachelor",61,"Male","Black"
40,40000,"South","Bachelor",38,"Male","Black"
37,78000,"South","Above_Bachelor",38,"Female","White"
45,177000,"Northeast","Above_Bachelor",35,"Male","Asian"
45,50000,"West","High_School",53,"Male","White"
30,37000,"Northeast","Bachelor",41,"Female","White"
40,11000,"West","High_School",61,"Male","Other"
40,48000,"Midwest","Above_Bachelor",38,"Female","White"
40,25000,"South","High_School",42,"Female","Other"
40,50000,"West","Bachelor",25,"Female","White"
50,73000,"South","Above_Bachelor",33,"Female","White"
40,160000,"West","Above_Bachelor",46,"Male","Other"
32,72000,"Northeast","Bachelor",26,"Female","Other"
40,35000,"South","High_School",32,"Female","White"
60,70000,"South","High_School",37,"Male","White"
22,14400,"Northeast","Some_College",21,"Female","White"
20,2000,"Midwest","Below_High_School",18,"Male","White"
40,60000,"Northeast","Bachelor",30,"Female","White"
40,100000,"South","Above_Bachelor",50,"Female","White"
45,46000,"South","Bachelor",37,"Female","White"
15,12500,"South","Below_High_School",65,"Female","White"
90,140000,"Midwest","Above_Bachelor",50,"Male","White"
18,16000,"Midwest","High_School",62,"Female","White"
36,148000,"Northeast","Bachelor",58,"Female","Asian"
40,56000,"Northeast","High_School",36,"Male","White"
40,120000,"South","Above_Bachelor",56,"Male","Other"
40,40000,"West","High_School",65,"Male","White"
25,10000,"Northeast","Some_College",21,"Female","White"
40,45000,"West","Bachelor",29,"Male","Other"
36,65000,"Northeast","Bachelor",51,"Female","White"
40,52000,"South","High_School",39,"Male","Other"
40,33000,"West","Bachelor",31,"Male","Asian"
40,50000,"Northeast","Above_Bachelor",32,"Male","White"
40,62000,"Midwest","Bachelor",47,"Male","Asian"
40,75000,"Northeast","Bachelor",43,"Male","White"
80,49400,"Midwest","Some_College",48,"Female","Black"
30,90000,"West","High_School",25,"Male","Other"
35,40000,"Northeast","Some_College",54,"Female","White"
8,41000,"West","Some_College",65,"Female","White"
65,72000,"South","Above_Bachelor",37,"Female","White"
35,58000,"Northeast","Above_Bachelor",31,"Female","White"
40,35100,"Northeast","High_School",57,"Female","White"
40,40000,"South","Above_Bachelor",26,"Female","White"
42,82000,"South","Above_Bachelor",32,"Male","White"
40,65000,"Midwest","Some_College",34,"Male","White"
60,43000,"West","Above_Bachelor",59,"Male","White"
24,24000,"Northeast","High_School",43,"Female","White"
50,41000,"South","Above_Bachelor",27,"Female","White"
25,16000,"South","Bachelor",57,"Female","White"
50,15000,"West","High_School",38,"Male","White"
60,62000,"South","Bachelor",60,"Female","Asian"
37,29000,"Northeast","Some_College",31,"Male","Black"
32,5000,"Northeast","Bachelor",22,"Female","White"
40,78000,"West","Bachelor",26,"Male","Other"
44,99000,"Midwest","Bachelor",50,"Female","White"
40,135000,"South","Above_Bachelor",62,"Male","White"
45,63000,"South","Bachelor",28,"Male","White"
45,14300,"Northeast","High_School",58,"Male","White"
40,2100,"South","High_School",21,"Male","White"
50,69000,"South","Bachelor",52,"Male","Asian"
35,20000,"Midwest","High_School",24,"Female","White"
45,97000,"West","Bachelor",49,"Female","White"
42,36000,"South","Some_College",45,"Female","White"
40,28000,"Midwest","High_School",24,"Male","Black"
40,90000,"Northeast","Bachelor",40,"Male","White"
40,26400,"South","High_School",55,"Female","Other"
50,100000,"West","Bachelor",38,"Male","White"
30,30000,"Midwest","Some_College",39,"Female","Black"
40,50000,"South","High_School",23,"Male","White"
50,56000,"South","Bachelor",45,"Male","White"
40,27400,"Northeast","High_School",23,"Female","White"
40,70000,"South","Some_College",37,"Male","White"
40,110000,"South","Bachelor",58,"Female","White"
30,23200,"South","High_School",20,"Female","White"
30,20000,"Northeast","High_School",20,"Female","White"
40,30000,"South","High_School",58,"Male","White"
45,80000,"Midwest","High_School",34,"Male","White"
50,24000,"Midwest","Some_College",53,"Female","Black"
40,30000,"Northeast","High_School",49,"Female","White"
40,17000,"South","High_School",61,"Female","Other"
40,24000,"Midwest","Bachelor",47,"Female","White"
40,48000,"South","High_School",61,"Male","Other"
40,35000,"Midwest","Some_College",27,"Male","White"
50,225000,"West","Above_Bachelor",34,"Female","White"
40,25000,"South","Below_High_School",52,"Male","White"
20,9600,"Northeast","Bachelor",32,"Female","White"
40,35000,"South","Some_College",33,"Female","White"
40,50000,"South","Bachelor",37,"Male","Other"
40,56000,"Midwest","High_School",39,"Male","White"
40,40000,"West","Some_College",55,"Female","Asian"
38,39900,"Midwest","Some_College",37,"Female","White"
5,7500,"South","Bachelor",65,"Female","White"
40,30000,"Midwest","Some_College",51,"Male","White"
40,95000,"South","Above_Bachelor",32,"Male","White"
40,45000,"South","High_School",48,"Female","Black"
40,160000,"South","Above_Bachelor",48,"Male","White"
37,80000,"West","Some_College",61,"Female","Other"
40,60000,"South","Bachelor",34,"Male","White"
40,42100,"Midwest","Bachelor",31,"Female","White"
35,6000,"Midwest","High_School",64,"Female","White"
40,32000,"South","High_School",51,"Male","White"
40,60000,"South","Bachelor",27,"Male","White"
60,60000,"Midwest","Above_Bachelor",26,"Female","Asian"
40,60000,"West","Above_Bachelor",49,"Female","Other"
40,28000,"South","High_School",61,"Female","Asian"
50,100000,"West","High_School",50,"Male","Other"
32,3400,"West","Bachelor",38,"Male","Asian"
40,75000,"South","Bachelor",30,"Male","White"
40,70000,"Northeast","Some_College",43,"Male","Asian"
48,38000,"Midwest","Some_College",26,"Male","White"
90,275000,"Northeast","Above_Bachelor",30,"Male","Asian"
40,66000,"South","Bachelor",27,"Male","White"
40,65000,"West","Bachelor",54,"Male","Asian"
30,39000,"Northeast","High_School",47,"Male","White"
40,3800,"South","Bachelor",32,"Male","Black"
80,120000,"South","High_School",47,"Male","White"
50,40000,"Midwest","Below_High_School",23,"Male","Other"
55,55000,"South","High_School",44,"Male","Other"
40,57000,"South","Above_Bachelor",35,"Female","White"
40,50000,"Northeast","Above_Bachelor",33,"Male","White"
16,18600,"West","High_School",46,"Female","White"
56,78000,"West","Some_College",45,"Male","Asian"
40,50000,"Midwest","Bachelor",30,"Female","White"
10,3000,"South","High_School",18,"Female","White"
45,80000,"South","Above_Bachelor",55,"Male","Asian"
72,15000,"South","Below_High_School",53,"Male","White"
40,44000,"South","High_School",43,"Female","Black"
12,2300,"Northeast","High_School",18,"Female","White"
40,25000,"Northeast","Bachelor",29,"Female","Other"
6,20000,"Midwest","Above_Bachelor",46,"Female","White"
50,70000,"West","Above_Bachelor",30,"Male","White"
40,42000,"West","High_School",42,"Female","Other"
50,124000,"South","Bachelor",58,"Male","White"
50,135000,"West","Bachelor",27,"Female","White"
50,65000,"South","Some_College",63,"Male","White"
70,25000,"South","High_School",58,"Female","Black"
50,80000,"Midwest","Above_Bachelor",50,"Male","White"
40,32000,"Northeast","Some_College",36,"Female","White"
30,80000,"South","Some_College",58,"Female","White"
40,100000,"West","Above_Bachelor",54,"Female","Asian"
40,45000,"West","Bachelor",40,"Female","Other"
45,157000,"Northeast","Bachelor",55,"Female","White"
40,400000,"West","Above_Bachelor",60,"Male","White"
40,31000,"West","High_School",23,"Female","White"
40,26000,"South","High_School",50,"Male","White"
40,125000,"Midwest","Above_Bachelor",59,"Male","White"
40,30000,"Northeast","High_School",62,"Male","White"
40,72000,"Midwest","Above_Bachelor",63,"Male","White"
40,15000,"West","High_School",26,"Female","White"
70,135000,"South","Above_Bachelor",30,"Male","White"
45,80000,"South","Bachelor",63,"Male","White"
38,57000,"Midwest","High_School",32,"Male","White"
40,123000,"South","Bachelor",45,"Female","White"
75,110000,"Midwest","Above_Bachelor",63,"Male","White"
40,30000,"Northeast","High_School",50,"Female","White"
40,9400,"West","Above_Bachelor",46,"Female","White"
40,116000,"South","Above_Bachelor",37,"Female","White"
40,48000,"Northeast","High_School",52,"Male","White"
40,58000,"West","High_School",54,"Male","Other"
40,111000,"South","Bachelor",37,"Female","White"
40,60000,"West","Bachelor",60,"Male","Asian"
40,43200,"Northeast","Below_High_School",27,"Male","White"
40,72000,"West","High_School",50,"Male","White"
38,45000,"Northeast","Some_College",48,"Female","White"
42,50000,"West","Bachelor",38,"Male","White"
24,20000,"West","High_School",58,"Female","White"
40,100000,"West","Bachelor",48,"Male","Black"
72,56000,"Midwest","Below_High_School",38,"Male","Other"
35,24400,"West","Some_College",62,"Female","Other"
40,7000,"West","Some_College",21,"Male","White"
40,48000,"West","Bachelor",37,"Female","White"
40,76000,"West","Above_Bachelor",41,"Male","White"
36,33000,"Midwest","Bachelor",49,"Male","Asian"
40,110000,"West","Bachelor",41,"Male","Other"
40,60000,"South","Bachelor",33,"Female","Asian"
40,41500,"Northeast","Some_College",52,"Male","Other"
65,100000,"South","Bachelor",60,"Male","White"
60,70000,"South","Some_College",41,"Male","White"
24,15000,"Northeast","Some_College",51,"Female","White"
45,65000,"South","Above_Bachelor",29,"Female","White"
40,45000,"South","Some_College",59,"Female","White"
40,78000,"South","Bachelor",58,"Male","White"
10,4000,"South","Some_College",20,"Female","Asian"
40,16000,"West","High_School",33,"Male","Other"
40,30000,"Northeast","Above_Bachelor",23,"Female","White"
45,48000,"Midwest","Some_College",40,"Female","White"
45,180000,"West","Bachelor",47,"Male","White"
70,25000,"West","Some_College",35,"Female","Other"
50,235000,"South","Above_Bachelor",56,"Male","White"
23,28800,"West","High_School",26,"Female","Other"
40,92000,"Midwest","High_School",43,"Male","White"
32,62000,"Midwest","Above_Bachelor",59,"Female","White"
50,566000,"Northeast","Some_College",34,"Female","White"
40,55000,"Northeast","Some_College",33,"Male","White"
40,48000,"South","Bachelor",40,"Female","White"
40,110000,"West","Bachelor",39,"Female","Asian"
30,45900,"Midwest","Some_College",58,"Female","White"
40,72000,"West","High_School",57,"Female","White"
40,40000,"South","Bachelor",47,"Female","White"
40,100000,"Northeast","Bachelor",31,"Male","White"
60,50000,"Midwest","Bachelor",37,"Female","Other"
60,70000,"South","Above_Bachelor",46,"Female","Black"
40,140000,"Northeast","Bachelor",45,"Male","White"
20,12000,"South","High_School",41,"Female","White"
40,40000,"Midwest","High_School",38,"Female","White"
40,44600,"Midwest","Some_College",34,"Female","White"
40,25000,"Midwest","High_School",58,"Male","White"
40,62000,"Northeast","Some_College",43,"Female","White"
40,35000,"South","Bachelor",24,"Male","White"
40,34000,"South","Some_College",28,"Male","White"
45,65000,"West","Above_Bachelor",62,"Female","White"
40,5000,"Midwest","High_School",23,"Male","White"
50,90000,"Northeast","High_School",23,"Male","White"
50,130000,"West","Bachelor",41,"Male","White"
40,65000,"Northeast","Bachelor",32,"Male","White"
40,50000,"South","Bachelor",44,"Female","White"
40,28000,"South","High_School",19,"Male","Black"
40,100000,"South","Some_College",41,"Male","White"
20,10000,"Northeast","Some_College",20,"Female","White"
40,125000,"Northeast","Some_College",56,"Male","White"
55,48000,"Midwest","Some_College",23,"Female","White"
40,70000,"Midwest","Bachelor",30,"Male","White"
45,85000,"South","Some_College",54,"Female","White"
40,44000,"South","Bachelor",34,"Female","White"
25,12500,"Northeast","Bachelor",28,"Female","White"
45,110000,"Midwest","Bachelor",32,"Male","Other"
40,45000,"Midwest","Bachelor",32,"Female","White"
30,4800,"West","High_School",18,"Male","Other"
40,55000,"South","Bachelor",31,"Female","White"
40,75000,"West","Bachelor",50,"Male","White"
40,6100,"Midwest","Some_College",30,"Male","White"
20,3000,"Midwest","Some_College",19,"Female","Other"
40,38100,"South","High_School",63,"Female","White"
40,72000,"Midwest","Bachelor",37,"Female","White"
27,4100,"Midwest","Some_College",37,"Female","White"
40,220000,"West","Bachelor",32,"Male","White"
15,2000,"Midwest","High_School",18,"Male","White"
40,24000,"Midwest","Some_College",23,"Male","White"
40,41000,"South","Some_College",38,"Male","White"
35,42600,"Midwest","Above_Bachelor",37,"Female","White"
43,160000,"Midwest","High_School",50,"Female","Other"
40,49000,"South","Bachelor",58,"Female","Black"
46,50000,"South","Some_College",27,"Male","White"
45,43300,"Midwest","Bachelor",48,"Female","White"
40,30000,"West","Some_College",22,"Male","White"
45,225000,"Midwest","Bachelor",54,"Male","White"
40,83000,"Northeast","High_School",63,"Female","White"
20,17300,"Midwest","High_School",21,"Female","White"
40,60000,"West","Bachelor",27,"Female","White"
40,90000,"South","Some_College",36,"Male","White"
55,85000,"Northeast","High_School",38,"Male","White"
50,260000,"South","Bachelor",53,"Female","White"
50,574000,"South","Above_Bachelor",64,"Male","White"
65,17000,"West","High_School",50,"Male","Other"
40,93000,"West","High_School",49,"Male","White"
50,100000,"South","Bachelor",49,"Female","White"
55,94000,"West","Some_College",32,"Male","Other"
40,10000,"Midwest","High_School",25,"Male","White"
10,2400,"South","Below_High_School",18,"Male","White"
40,62000,"West","Bachelor",26,"Female","Other"
35,72000,"South","Above_Bachelor",56,"Female","White"
40,76000,"West","Some_College",58,"Female","White"
36,116000,"Northeast","Above_Bachelor",27,"Male","White"
40,54000,"West","High_School",62,"Female","White"
40,55000,"West","Bachelor",44,"Female","Other"
30,50000,"West","Some_College",46,"Female","White"
36,100000,"South","Some_College",53,"Female","Black"
24,4000,"Northeast","High_School",46,"Female","White"
23,10000,"South","High_School",18,"Female","Black"
40,100000,"Northeast","Above_Bachelor",30,"Female","Other"
40,43200,"Midwest","Above_Bachelor",35,"Female","Other"
30,21800,"Northeast","Below_High_School",47,"Male","Other"
5,37000,"South","Some_College",64,"Female","Black"
50,80000,"South","Bachelor",57,"Male","Asian"
40,86000,"Northeast","Some_College",45,"Female","White"
40,40000,"West","Some_College",23,"Female","Other"
40,36000,"South","High_School",40,"Male","White"
84,65000,"Midwest","High_School",24,"Male","White"
40,66000,"West","Bachelor",39,"Female","Other"
48,155000,"Midwest","Bachelor",48,"Male","White"
60,60000,"West","Bachelor",50,"Female","White"
40,100000,"Northeast","Bachelor",56,"Male","Asian"
40,25000,"Midwest","Above_Bachelor",47,"Male","White"
45,50000,"South","Above_Bachelor",22,"Male","White"
40,30000,"South","Some_College",39,"Male","Other"
25,14300,"Midwest","High_School",62,"Female","White"
38,60000,"South","Bachelor",27,"Female","White"
40,96000,"Midwest","Above_Bachelor",43,"Female","White"
10,4900,"West","Some_College",45,"Female","White"
40,48000,"Midwest","High_School",49,"Male","White"
40,34200,"Northeast","Above_Bachelor",35,"Female","White"
40,80000,"West","Above_Bachelor",47,"Female","White"
40,80000,"Northeast","Some_College",56,"Female","White"
40,46200,"Midwest","Bachelor",57,"Female","White"
40,280000,"Northeast","Above_Bachelor",41,"Male","White"
40,100000,"Northeast","Bachelor",52,"Male","White"
40,31300,"West","High_School",61,"Female","Other"
40,80000,"South","Bachelor",52,"Male","White"
40,148000,"West","Above_Bachelor",39,"Male","White"
40,25000,"Midwest","High_School",60,"Female","White"
50,468000,"Midwest","Bachelor",45,"Male","White"
10,12000,"South","Above_Bachelor",40,"Male","Asian"
25,4500,"Midwest","High_School",19,"Female","White"
40,315000,"Northeast","Above_Bachelor",56,"Male","White"
40,40000,"Northeast","Bachelor",36,"Male","Other"
40,673000,"West","Bachelor",42,"Male","Asian"
30,15600,"West","Some_College",25,"Female","White"
40,120000,"South","Bachelor",63,"Male","White"
55,150000,"West","Bachelor",38,"Female","Asian"
48,127000,"Midwest","High_School",54,"Male","White"
40,45000,"South","Bachelor",38,"Female","White"
50,50000,"South","Bachelor",60,"Female","White"
8,42500,"West","Some_College",58,"Female","White"
40,12800,"South","High_School",45,"Female","Other"
40,56000,"South","Some_College",61,"Female","White"
30,5000,"Northeast","High_School",21,"Male","White"
25,8000,"Midwest","Some_College",28,"Female","White"
42,90000,"West","Bachelor",47,"Male","Asian"
40,30700,"Northeast","Some_College",55,"Female","White"
40,40000,"Midwest","Below_High_School",35,"Male","White"
10,900,"Northeast","High_School",24,"Female","White"
40,10400,"Midwest","Some_College",51,"Female","White"
40,79000,"South","Above_Bachelor",58,"Female","White"
40,25000,"South","High_School",20,"Male","White"
40,30000,"West","Bachelor",22,"Male","White"
50,160000,"South","Above_Bachelor",41,"Male","Asian"
50,394000,"Northeast","Bachelor",42,"Male","White"
25,20000,"South","Bachelor",22,"Female","Asian"
50,165000,"South","Above_Bachelor",35,"Male","White"
39,98000,"West","Bachelor",39,"Male","White"
40,93000,"Midwest","High_School",44,"Male","Black"
40,45000,"Midwest","High_School",46,"Female","White"
45,92000,"South","High_School",61,"Male","White"
50,61000,"Northeast","Above_Bachelor",44,"Female","Other"
40,104000,"South","Some_College",65,"Male","White"
55,135000,"Northeast","Above_Bachelor",27,"Female","White"
40,40000,"West","High_School",22,"Female","Other"
40,12000,"South","Below_High_School",48,"Male","Other"
45,60000,"South","High_School",36,"Male","White"
30,20000,"West","High_School",59,"Male","Other"
45,100000,"West","Above_Bachelor",32,"Male","Asian"
30,140000,"Northeast","Bachelor",39,"Female","White"
65,300000,"West","Bachelor",55,"Female","White"
50,25000,"West","Bachelor",32,"Male","Asian"
20,18400,"South","Some_College",20,"Female","White"
40,80000,"West","Above_Bachelor",55,"Female","Asian"
23,22900,"Midwest","High_School",35,"Female","White"
45,40000,"Midwest","High_School",21,"Male","White"
40,75000,"West","Bachelor",27,"Male","White"
40,138000,"Midwest","Bachelor",40,"Male","White"
40,32000,"West","High_School",27,"Female","Other"
30,4500,"South","High_School",40,"Female","White"
40,40000,"Midwest","Above_Bachelor",42,"Female","White"
40,40000,"West","Bachelor",27,"Male","Other"
