UHRSWORK,INCWAGE,region,education_level,age,gender,race_group
25,17346,West,Below_High_School,27,Female,White
41,35134,Northeast,High_School,36,Male,Asian
34,42225,West,High_School,42,Female,White
39,20717,Midwest,Below_High_School,19,Male,Black
43,43764,West,Some_College,33,Female,White
37,32599,South,High_School,39,Male,Other
33,34620,Midwest,High_School,42,Male,Other
37,35160,South,High_School,58,Male,Black
25,16844,Northeast,Below_High_School,43,Male,Black
41,83293,Midwest,Above_Bachelor,47,Female,Other
39,31286,South,High_School,46,Male,Black
36,17496,Northeast,Below_High_School,56,Female,Black
34,34718,South,High_School,37,Male,Other
40,45061,Northeast,Some_College,22,Female,Other
27,12070,South,Below_High_School,59,Female,Other
35,36645,West,Some_College,50,Female,White
40,65374,Midwest,Bachelor,22,Female,Black
38,69096,Northeast,Bachelor,36,Male,Other
38,34683,Northeast,High_School,27,Male,White
27,15272,South,Below_High_School,62,Female,Black
40,47708,Midwest,Some_College,52,Female,Black
28,35965,Northeast,High_School,29,Female,Asian
29,18375,South,Below_High_School,59,Female,White
34,39419,Midwest,Some_College,51,Female,White
34,17684,South,Below_High_School,45,Male,White
38,42519,West,Some_College,25,Male,Asian
48,44148,West,Some_College,22,Female,Black
25,28035,Midwest,High_School,19,Female,Other
33,15519,South,Below_High_School,30,Female,Asian
31,17402,Northeast,Below_High_School,50,Female,White
32,19784,West,Below_High_School,24,Male,Black
31,22842,Midwest,Below_High_School,29,Male,Asian
41,51064,Northeast,Some_College,29,Male,Other
32,40372,West,Some_College,49,Male,Other
26,5778,South,Below_High_School,37,Male,Black
31,43339,West,High_School,26,Male,Other
37,32599,Northeast,Below_High_School,53,Male,Black
33,18442,West,Below_High_School,39,Female,Other
36,45784,Northeast,Some_College,21,Female,White
33,33614,Northeast,High_School,60,Male,White
25,20802,Northeast,Below_High_School,18,Female,White
28,27052,West,High_School,60,Male,White
41,58643,Northeast,Bachelor,34,Female,White
34,28140,West,High_School,22,Female,White
23,20485,Midwest,Below_High_School,37,Male,Other
33,43113,West,Some_College,61,Male,Black
38,52498,West,Bachelor,48,Female,Other
31,21170,West,Below_High_School,30,Female,Black
34,37547,Northeast,High_School,25,Male,Other
35,12584,South,Below_High_School,28,Male,Asian
40,40920,West,High_School,31,Female,White
33,32658,West,High_School,21,Female,White
43,54609,South,Some_College,29,Female,White
35,59043,Northeast,Some_College,25,Male,White
34,29672,Northeast,High_School,63,Male,Black
44,51420,West,Bachelor,43,Male,Asian
43,24956,South,High_School,42,Male,Asian
26,20599,Northeast,Below_High_School,37,Female,White
40,31502,Midwest,High_School,48,Male,Other
44,56884,Northeast,Bachelor,57,Female,White
32,44147,Northeast,High_School,21,Male,Black
24,37818,West,High_School,37,Female,White
31,18253,Midwest,Below_High_School,61,Male,Black
43,20534,West,Below_High_School,35,Male,White
35,29606,West,High_School,37,Male,Black
35,36244,South,Some_College,51,Male,Other
36,33204,West,High_School,57,Female,White
43,10524,South,Below_High_School,25,Female,Black
39,30328,South,High_School,59,Female,Asian
33,33383,Northeast,High_School,22,Male,Other
36,34068,South,Some_College,39,Male,Black
36,63567,Northeast,Bachelor,49,Female,Asian
46,46317,South,Bachelor,39,Female,Black
32,56230,Midwest,Bachelor,52,Female,White
39,47001,West,Some_College,25,Male,White
42,14352,Midwest,Below_High_School,64,Female,Asian
42,38215,Midwest,High_School,58,Female,White
32,36153,Northeast,High_School,35,Female,Other
32,19359,Midwest,Below_High_School,45,Male,White
34,48393,Northeast,Some_College,42,Female,White
30,19176,West,Below_High_School,38,Female,Asian
27,17049,Northeast,Below_High_School,41,Male,Other
35,37143,Midwest,High_School,18,Male,Black
43,81295,Midwest,Above_Bachelor,58,Male,White
39,43072,West,High_School,53,Male,White
35,36907,Northeast,High_School,62,Male,Other
33,33849,Midwest,High_School,31,Male,White
36,24791,South,High_School,56,Female,Black
41,41137,West,Some_College,27,Female,White
34,20181,Midwest,Below_High_School,23,Female,Asian
32,30140,Midwest,High_School,25,Female,White
49,90174,Northeast,Above_Bachelor,51,Female,Asian
32,32631,Midwest,High_School,45,Female,Asian
34,38333,Midwest,High_School,23,Male,Black
42,44067,Northeast,High_School,65,Male,Black
41,46292,Midwest,Some_College,31,Male,White
47,67916,Midwest,Above_Bachelor,32,Female,Asian
25,18753,Northeast,Below_High_School,48,Male,White
40,49436,West,Some_College,54,Female,Other
39,77823,Northeast,Above_Bachelor,22,Male,Asian
32,15575,Midwest,Below_High_School,28,Male,White
32,19688,Northeast,Below_High_School,60,Male,White
21,29607,West,High_School,44,Male,White
33,30582,West,High_School,52,Female,Black
34,31379,West,High_School,52,Male,White
42,13244,South,Below_High_School,29,Female,White
37,35041,West,High_School,28,Male,White
32,29277,Northeast,High_School,55,Female,White
41,72326,Midwest,Above_Bachelor,37,Female,White
34,34052,Midwest,High_School,56,Female,Asian
41,30948,Northeast,High_School,53,Female,Other
43,57611,West,Bachelor,28,Male,Black
29,17597,Northeast,Below_High_School,22,Male,Black
38,34754,Northeast,High_School,29,Female,Asian
40,55515,South,Bachelor,31,Male,Other
41,33647,West,High_School,34,Female,White
40,42360,Northeast,Some_College,44,Female,White
30,23068,Northeast,Below_High_School,60,Female,White
36,19202,West,Below_High_School,47,Female,White
45,67510,Northeast,Bachelor,49,Male,White
24,21879,West,Below_High_School,39,Male,White
31,17188,Northeast,Below_High_School,36,Female,Other
29,35820,Northeast,Below_High_School,22,Male,Black
25,17504,Midwest,Below_High_School,59,Female,White
33,27427,Midwest,High_School,54,Female,White
39,37389,South,Some_College,42,Female,Other
29,44217,West,Some_College,26,Female,White
29,26986,West,High_School,32,Female,White
38,19864,Midwest,Below_High_School,52,Male,White
21,15573,West,Below_High_School,21,Male,White
37,32667,South,High_School,61,Male,White
40,38328,South,Some_College,31,Female,Black
30,32305,Midwest,High_School,36,Female,Other
36,39748,West,High_School,29,Female,Other
27,18977,South,Below_High_School,43,Male,White
39,30043,Northeast,High_School,20,Male,Asian
44,49307,West,Some_College,51,Male,Black
47,52728,South,Bachelor,39,Female,Asian
39,39744,South,Some_College,28,Female,White
39,40419,Midwest,Some_College,20,Female,Other
32,23055,South,Below_High_School,45,Female,Other
30,27592,Midwest,Below_High_School,47,Male,Black
35,37473,Midwest,High_School,64,Female,Black
33,26297,Midwest,High_School,50,Female,Asian
34,29610,West,High_School,34,Female,Other
34,30985,West,High_School,26,Female,Asian
36,43070,Northeast,High_School,41,Male,Black
22,19304,South,Below_High_School,56,Female,Black
37,38639,Midwest,High_School,34,Female,Other
30,44849,West,Some_College,61,Male,White
35,51236,West,Some_College,40,Male,Other
26,24873,Northeast,Below_High_School,27,Female,White
45,29701,West,High_School,39,Male,White
37,74893,Midwest,Above_Bachelor,63,Male,Asian
36,33028,Midwest,High_School,26,Male,Asian
38,39580,South,High_School,62,Male,Other
31,48901,West,Some_College,47,Female,White
30,19796,South,Below_High_School,43,Female,White
31,30750,South,High_School,39,Male,White
36,40967,South,Some_College,33,Female,Asian
37,35400,Northeast,High_School,19,Female,White
33,38104,Midwest,High_School,39,Male,Asian
32,44362,Northeast,High_School,49,Male,Black
40,45900,Midwest,Some_College,20,Male,White
44,62414,Northeast,Bachelor,50,Female,White
31,44316,West,Some_College,36,Female,White
34,28711,West,High_School,43,Male,White
34,35475,Midwest,High_School,39,Female,Black
32,33825,West,Some_College,58,Male,White
28,13464,Midwest,Below_High_School,24,Female,Black
28,11767,South,Below_High_School,49,Male,Other
37,41672,Northeast,High_School,45,Male,Asian
41,58310,South,Bachelor,59,Female,White
37,61149,Northeast,Bachelor,52,Female,White
43,41979,Northeast,Some_College,54,Female,Black
42,49529,Northeast,Some_College,57,Female,White
35,40588,Northeast,Some_College,63,Female,Black
24,28560,Midwest,Below_High_School,23,Male,Black
35,35546,West,High_School,25,Male,Other
43,34483,Midwest,High_School,35,Female,White
34,34979,Midwest,High_School,58,Male,Asian
36,39524,South,Some_College,24,Female,White
24,35302,Midwest,High_School,19,Female,White
41,54267,Midwest,Bachelor,52,Female,Black
36,39449,Northeast,High_School,37,Male,Asian
39,39984,West,Some_College,49,Male,White
25,22964,West,Below_High_School,30,Female,Black
30,21133,South,Below_High_School,41,Female,Other
28,31320,West,High_School,21,Male,White
33,28728,South,High_School,36,Male,White
37,10317,South,Below_High_School,65,Female,White
40,42940,West,Some_College,60,Male,White
35,23048,South,Below_High_School,33,Male,White
38,33652,Midwest,High_School,39,Male,White
37,32063,Northeast,High_School,61,Female,Other
44,56945,Midwest,Bachelor,57,Male,Black
24,12443,West,Below_High_School,36,Male,White
43,38009,Midwest,Some_College,37,Female,White
33,31833,South,Some_College,40,Female,White
41,26480,South,High_School,43,Female,White
38,62387,South,Above_Bachelor,65,Female,Other
47,50131,South,Bachelor,49,Male,Other
40,42388,Midwest,Some_College,34,Male,White
44,34412,Northeast,High_School,62,Male,White
31,17709,Northeast,Below_High_School,46,Female,White
39,26514,Midwest,High_School,43,Male,Other
36,28063,South,High_School,30,Male,Black
45,38930,West,High_School,63,Male,Asian
40,41248,Midwest,High_School,30,Male,White
30,25382,Northeast,Below_High_School,33,Male,White
35,42467,Northeast,High_School,54,Male,Asian
38,24587,South,High_School,21,Female,White
31,4647,South,Below_High_School,55,Female,Other
36,35494,Northeast,High_School,42,Female,Other
33,47514,Northeast,Some_College,47,Female,White
32,21414,South,High_School,47,Male,White
39,54215,Northeast,Some_College,48,Male,White
36,37643,South,Some_College,36,Male,White
44,62835,West,Bachelor,44,Male,White
35,18533,West,Below_High_School,39,Female,White
37,41813,South,Some_College,57,Female,Other
37,32184,South,High_School,59,Male,Asian
31,44476,Midwest,Some_College,23,Female,Other
28,27326,South,High_School,18,Male,Other
34,33996,Midwest,High_School,24,Male,White
43,44444,West,Some_College,40,Male,White
46,71249,Northeast,Bachelor,25,Male,Black
26,11576,Midwest,Below_High_School,31,Female,White
33,13148,Midwest,Below_High_School,32,Female,Black
41,42313,West,Some_College,22,Female,Asian
43,44337,Northeast,High_School,59,Male,White
39,36129,Midwest,High_School,37,Male,Asian
34,20603,Northeast,Below_High_School,24,Female,Black
41,53704,South,Bachelor,27,Female,Black
36,27805,West,High_School,64,Female,Other
33,48290,South,Bachelor,50,Male,Black
40,31704,Midwest,High_School,39,Female,White
28,27988,South,Below_High_School,51,Male,White
35,51249,Northeast,Some_College,32,Male,Asian
31,41157,South,Some_College,25,Female,Black
34,28493,West,High_School,39,Female,Asian
28,25571,Northeast,Below_High_School,36,Female,White
39,34471,Northeast,High_School,28,Female,White
44,17892,Midwest,Below_High_School,20,Male,Asian
53,54153,South,Bachelor,50,Female,Asian
31,31124,South,High_School,53,Female,White
30,49823,Midwest,Some_College,65,Female,White
33,38265,Northeast,High_School,35,Female,White
36,29667,Midwest,High_School,46,Female,Black
26,13770,Northeast,Below_High_School,58,Male,Asian
38,32225,South,High_School,46,Female,Other
30,25759,West,High_School,35,Female,Asian
36,30131,Midwest,High_School,52,Male,Black
36,34512,West,High_School,29,Male,White
26,41147,Northeast,High_School,31,Female,White
33,32604,West,High_School,37,Male,Black
27,48876,Northeast,Some_College,29,Male,Asian
29,30077,West,High_School,29,Female,Other
34,19250,Northeast,Below_High_School,58,Female,Black
40,38087,Northeast,High_School,31,Female,Black
31,26832,South,High_School,63,Male,Asian
38,16200,Midwest,Below_High_School,50,Male,Other
27,28949,South,High_School,63,Male,Black
27,21971,South,Below_High_School,57,Female,White
36,22640,Northeast,Below_High_School,40,Female,White
41,30737,West,High_School,48,Female,Other
44,48941,Midwest,Bachelor,57,Female,Black
27,16142,South,Below_High_School,23,Male,Other
32,34190,South,High_School,63,Female,Other
31,22268,South,Below_High_School,45,Male,Other
34,33352,Midwest,High_School,41,Male,Black
37,35257,Midwest,High_School,31,Male,Black
34,53316,Midwest,Some_College,29,Male,Asian
37,45462,South,Some_College,32,Male,Asian
28,28211,South,High_School,19,Male,White
37,14979,South,Below_High_School,24,Male,Other
29,40470,Northeast,High_School,29,Male,Asian
39,26761,West,High_School,49,Male,Asian
33,25432,West,Below_High_School,29,Female,Black
40,47803,South,Some_College,33,Male,Black
38,18937,Northeast,Below_High_School,20,Female,Asian
40,15913,South,Below_High_School,38,Female,White
40,31411,South,High_School,34,Female,White
36,28841,South,High_School,19,Female,Asian
27,34359,Midwest,High_School,38,Male,White
42,37118,Midwest,High_School,25,Female,Black
32,26248,South,High_School,36,Male,Asian
41,14712,West,Below_High_School,59,Male,Other
33,43007,Northeast,Some_College,38,Male,White
27,18008,South,Below_High_School,33,Male,White
38,66624,South,Above_Bachelor,27,Male,Other
34,39626,Midwest,Some_College,25,Female,Other
51,67262,South,Bachelor,45,Male,Asian
30,18008,South,Below_High_School,29,Female,White
38,46527,West,Some_College,64,Female,Black
34,33806,South,High_School,51,Female,Other
34,22582,South,High_School,33,Female,Other
34,33860,West,High_School,39,Female,White
28,38386,South,High_School,27,Male,White
31,33461,Midwest,High_School,59,Female,Black
36,49415,West,Some_College,59,Female,Asian
40,68609,Northeast,Bachelor,35,Female,Other
46,35622,Midwest,High_School,19,Female,Black
41,76434,Northeast,Bachelor,55,Female,White
36,25415,West,High_School,37,Female,Other
44,33291,Midwest,High_School,61,Male,Black
24,21564,Northeast,Below_High_School,53,Male,Other
38,39599,Northeast,High_School,63,Female,White
35,13142,West,Below_High_School,55,Female,Other
43,60124,West,Bachelor,30,Female,Other
40,32546,South,High_School,37,Female,Black
29,19512,South,Below_High_School,45,Female,Other
32,28796,South,High_School,42,Female,Other
24,19716,South,Below_High_School,33,Male,Other
29,38392,West,High_School,39,Female,Asian
50,74239,Midwest,Above_Bachelor,39,Male,Asian
24,26830,West,Below_High_School,28,Female,White
40,51860,West,Bachelor,52,Female,Asian
41,42487,Midwest,Some_College,44,Male,White
40,25178,West,Below_High_School,53,Female,Other
34,41652,Midwest,High_School,55,Male,White
45,34154,South,Some_College,60,Female,Asian
28,19857,South,Below_High_School,29,Female,Black
39,36559,West,High_School,23,Male,White
46,55312,Midwest,Some_College,38,Male,White
46,42857,Midwest,Some_College,31,Male,White
35,39180,Midwest,High_School,43,Male,Asian
49,63402,South,Bachelor,62,Female,Asian
38,41237,Midwest,Some_College,36,Female,White
28,35484,West,High_School,20,Male,Black
29,27531,Northeast,High_School,55,Female,Black
33,14498,Midwest,Below_High_School,39,Male,Asian
29,45581,Northeast,Some_College,62,Male,Asian
44,45348,South,Some_College,19,Male,White
28,35692,West,High_School,36,Female,Black
32,38348,Northeast,High_School,27,Male,White
37,34340,Northeast,High_School,18,Female,Black
47,52631,Midwest,Bachelor,65,Male,White
39,37202,Midwest,High_School,65,Female,Black
32,40942,South,High_School,47,Female,Other
45,62221,West,Bachelor,55,Male,Black
22,23655,South,Below_High_School,30,Female,White
31,15381,South,Below_High_School,60,Male,Asian
43,37389,Northeast,High_School,61,Female,Other
20,23217,Midwest,Below_High_School,50,Male,White
38,31330,South,High_School,46,Female,Asian
31,30971,Midwest,High_School,64,Male,Asian
31,33737,South,High_School,38,Female,Other
38,32266,South,High_School,25,Male,Black
34,34500,Northeast,High_School,44,Female,Other
27,27253,West,Below_High_School,60,Male,Other
26,21905,South,High_School,24,Female,Black
41,38754,Northeast,High_School,38,Female,Other
35,23558,West,High_School,46,Female,White
25,19051,South,Below_High_School,28,Male,Other
49,35871,West,Some_College,34,Male,White
29,28665,Midwest,Below_High_School,48,Female,White
24,20814,West,Below_High_School,62,Male,White
43,57778,West,Bachelor,60,Female,Black
45,38909,Northeast,High_School,48,Female,Asian
39,23982,South,High_School,26,Female,Asian
33,17398,South,Below_High_School,37,Male,White
39,40671,West,Some_College,33,Male,Other
31,14305,South,Below_High_School,43,Female,Asian
41,50722,South,Bachelor,37,Female,Other
36,49589,Midwest,Some_College,20,Female,Black
31,19618,West,Below_High_School,56,Male,Asian
34,32635,Midwest,High_School,20,Male,Black
27,31535,West,Below_High_School,63,Female,Other
36,49058,Northeast,Some_College,63,Female,Asian
36,28203,Midwest,Below_High_School,53,Male,Other
25,11146,Midwest,Below_High_School,18,Female,Asian
36,33405,Midwest,High_School,27,Female,White
40,30332,South,High_School,36,Female,Black
39,42353,West,High_School,30,Female,Asian
30,22906,Midwest,Below_High_School,51,Male,White
32,11053,South,Below_High_School,33,Female,Other
44,59398,South,Bachelor,32,Female,White
39,30819,West,High_School,64,Male,Asian
28,21463,South,Below_High_School,41,Male,White
42,47149,Midwest,Some_College,43,Female,White
45,53599,Northeast,Some_College,43,Male,Other
33,27283,South,High_School,45,Male,Other
33,17091,Northeast,Below_High_School,26,Male,White
29,29956,West,High_School,29,Male,Other
36,31466,West,High_School,60,Female,Black
25,22567,Northeast,Below_High_School,29,Male,Other
46,28646,West,High_School,62,Female,Other
43,33736,West,High_School,25,Female,Other
32,27224,Midwest,High_School,54,Female,White
45,51819,South,Bachelor,57,Female,White
31,23552,West,Below_High_School,44,Male,Other
32,33505,South,High_School,30,Female,Black
47,79109,Midwest,Above_Bachelor,64,Female,Black
39,59336,Midwest,Bachelor,63,Female,Black
34,33991,Northeast,High_School,28,Female,Other
44,30584,Midwest,High_School,57,Male,White
30,18274,Northeast,Below_High_School,53,Male,Black
51,63826,West,Bachelor,36,Male,White
34,43471,West,Some_College,30,Male,Asian
25,36262,Northeast,Below_High_School,44,Male,Asian
31,42927,South,Some_College,58,Male,Other
32,34853,Midwest,High_School,26,Male,Asian
45,61741,West,Bachelor,47,Male,White
23,18716,West,Below_High_School,33,Female,Black
31,35794,Northeast,High_School,39,Male,Black
31,28728,Midwest,Below_High_School,59,Male,Black
44,32347,South,High_School,18,Female,Asian
49,61500,Northeast,Bachelor,61,Male,Other
38,33531,South,High_School,30,Male,White
32,12691,Midwest,Below_High_School,40,Female,Asian
42,41044,West,Some_College,21,Male,White
40,35917,Midwest,High_School,56,Male,Other
32,18331,West,Below_High_School,57,Female,Asian
23,18490,Northeast,Below_High_School,21,Male,Asian
33,19198,South,Below_High_School,62,Female,Black
37,26077,Northeast,Below_High_School,22,Male,White
36,36864,Midwest,High_School,20,Female,White
34,38204,Northeast,High_School,43,Male,Other
42,20896,Northeast,Below_High_School,59,Male,Asian
44,41230,Midwest,Some_College,53,Male,Black
31,39250,West,Some_College,63,Female,White
41,23439,South,Below_High_School,55,Male,White
43,76748,Northeast,Above_Bachelor,46,Male,Asian
37,37164,West,High_School,59,Female,Black
38,45380,Midwest,Some_College,52,Female,White
33,18283,Northeast,Below_High_School,29,Female,Black
44,85488,Northeast,Above_Bachelor,51,Male,White
36,31795,Midwest,High_School,48,Female,Black
33,34743,Northeast,High_School,50,Male,Asian
34,40112,Northeast,High_School,39,Male,Other
41,42232,South,Some_College,27,Female,White
33,38811,West,High_School,18,Male,Black
28,11952,South,Below_High_School,60,Male,Asian
42,44083,West,Some_College,39,Female,Other
35,38779,Northeast,High_School,18,Female,Other
43,30161,Northeast,High_School,59,Female,Asian
42,57428,South,Bachelor,58,Male,White
38,40943,Northeast,High_School,54,Male,Asian
29,15775,West,Below_High_School,32,Male,Black
35,34777,Northeast,High_School,38,Male,White
38,44449,Midwest,Some_College,49,Female,Black
29,42233,West,Some_College,28,Female,Other
37,35732,Northeast,High_School,48,Female,Black
30,47973,Northeast,Some_College,26,Female,Other
38,49503,West,Some_College,27,Female,White
28,20859,Northeast,Below_High_School,34,Female,Other
43,57860,Northeast,Bachelor,46,Female,Other
46,51919,Midwest,Bachelor,29,Male,Black
34,37620,Northeast,High_School,45,Female,Asian
33,37991,Northeast,High_School,45,Male,Black
44,35487,West,High_School,52,Male,White
34,46431,Northeast,High_School,21,Male,Other
48,54517,Northeast,Some_College,36,Male,Asian
34,26829,West,High_School,18,Female,White
36,64564,Midwest,Bachelor,57,Male,Black
42,42706,Midwest,Some_College,36,Male,White
30,33056,Northeast,High_School,62,Male,Other
24,12819,West,Below_High_School,22,Male,White
30,39952,Northeast,High_School,65,Male,Asian
36,35136,Northeast,High_School,45,Female,Other
35,59186,West,Bachelor,18,Female,Other
45,35494,South,Some_College,26,Female,Black
36,37848,South,High_School,26,Male,White
29,29338,West,High_School,19,Male,Black
45,49246,South,Bachelor,53,Female,White
37,43203,Midwest,High_School,27,Female,White
21,18815,West,Below_High_School,38,Female,White
33,38544,West,High_School,59,Female,White
35,42872,Midwest,Some_College,47,Male,Black
28,38900,Midwest,High_School,36,Male,Black
36,35766,South,Some_College,40,Male,Asian
45,29047,Midwest,High_School,58,Female,White
42,32321,South,Some_College,59,Female,Other
30,11424,South,Below_High_School,30,Female,White
24,30277,West,Below_High_School,48,Male,Asian
41,57167,West,Bachelor,59,Female,Black
36,38072,South,High_School,30,Male,Other
34,45323,Midwest,High_School,64,Female,White
26,28369,South,High_School,19,Male,White
26,25366,Northeast,Below_High_School,21,Female,White
38,25630,South,High_School,48,Female,Black
44,66606,Midwest,Bachelor,53,Male,White
30,20503,Midwest,Below_High_School,59,Male,Black
31,19506,South,Below_High_School,48,Female,White
33,38459,West,High_School,39,Female,White
32,19932,Northeast,Below_High_School,24,Male,Black
31,17006,West,Below_High_School,39,Male,White
35,35274,Midwest,High_School,27,Female,White
35,45886,West,Some_College,61,Male,Black
41,59550,Midwest,Bachelor,54,Female,White
31,28806,South,High_School,35,Female,White
32,42075,West,High_School,26,Female,White
37,39430,Northeast,High_School,33,Male,White
33,36835,West,Some_College,25,Female,Other
27,16968,West,Below_High_School,65,Female,Other
35,28668,West,High_School,44,Male,White
29,29589,Midwest,High_School,30,Female,White
34,24815,South,High_School,51,Male,White
36,31018,West,High_School,45,Male,Asian
38,52942,Northeast,Some_College,60,Male,White
41,21332,Midwest,Below_High_School,48,Female,Black
37,50826,Midwest,Some_College,44,Female,White
38,43852,Northeast,Some_College,20,Female,Asian
46,36812,South,Some_College,62,Female,Black
44,51759,Midwest,Bachelor,56,Female,Other
29,36285,Midwest,High_School,61,Male,Asian
47,69843,South,Above_Bachelor,64,Male,White
28,18732,West,Below_High_School,50,Female,Black
34,29601,South,Some_College,24,Female,White
38,72788,West,Above_Bachelor,64,Female,White
37,37409,Northeast,High_School,48,Female,White
35,15239,Northeast,Below_High_School,18,Female,Other
37,44440,Midwest,Some_College,29,Female,Black
30,27945,West,High_School,40,Male,Black
23,33267,West,Below_High_School,22,Male,Asian
32,13521,Midwest,Below_High_School,32,Female,White
34,14799,Midwest,Below_High_School,39,Female,White
37,35890,West,High_School,65,Female,Other
30,23063,Northeast,Below_High_School,38,Female,White
28,39343,South,Some_College,32,Female,Other
44,52105,South,Bachelor,37,Male,Other
22,13895,West,Below_High_School,47,Male,Black
30,39744,Midwest,High_School,22,Female,Black
23,17927,West,Below_High_School,55,Female,Black
17,11181,Midwest,Below_High_School,36,Female,Other
34,50011,Northeast,Some_College,33,Male,White
33,21092,South,Below_High_School,33,Female,Asian
41,48014,Midwest,Some_College,52,Male,Other
38,42885,Northeast,High_School,45,Female,White
27,30902,South,High_School,58,Female,White
37,33025,Northeast,High_School,29,Female,Asian
30,20275,Midwest,Below_High_School,57,Male,Other
31,22042,South,Below_High_School,48,Female,White
26,10945,Northeast,Below_High_School,51,Female,Asian
38,16039,Midwest,Below_High_School,53,Female,Other
27,12317,South,Below_High_School,50,Female,Black
28,23312,Midwest,Below_High_School,30,Male,White
41,36786,Midwest,High_School,61,Male,White
30,23288,West,Below_High_School,56,Female,White
24,16692,Midwest,Below_High_School,55,Female,White
36,40324,West,High_School,62,Female,White
39,36803,Northeast,High_School,56,Female,White
24,39164,South,High_School,46,Male,White
43,51262,Northeast,Some_College,61,Male,Other
17,13054,Midwest,Below_High_School,20,Male,Asian
34,32695,South,Some_College,63,Female,Other
28,34851,Northeast,High_School,27,Male,White
41,77194,Midwest,Above_Bachelor,52,Female,Asian
31,20892,Midwest,Below_High_School,19,Male,White
42,73037,South,Above_Bachelor,65,Male,White
30,24326,Midwest,Below_High_School,19,Male,White
30,33220,Midwest,High_School,46,Female,Other
28,14864,Northeast,Below_High_School,44,Female,Black
40,36550,South,High_School,39,Female,Asian
35,27724,West,Below_High_School,26,Male,White
32,19175,Northeast,Below_High_School,31,Male,White
29,42397,Midwest,Some_College,35,Male,Black
31,35593,West,Some_College,57,Female,Other
39,43498,South,Some_College,27,Male,Asian
37,53536,Northeast,Some_College,55,Male,White
30,22082,West,Below_High_School,24,Female,Asian
33,20761,Northeast,Below_High_School,65,Male,Asian
38,38834,West,Some_College,63,Female,White
38,30625,South,High_School,27,Female,Black
40,28052,South,High_School,20,Male,White
31,21626,Midwest,Below_High_School,52,Male,Asian
23,14103,South,Below_High_School,20,Female,Asian
34,15771,South,Below_High_School,25,Male,White
35,43778,West,Some_College,37,Female,Other
30,31228,Midwest,High_School,38,Female,Other
35,43738,Midwest,Some_College,62,Female,Asian
40,46111,Midwest,Some_College,37,Male,Other
38,38841,West,High_School,60,Male,White
31,51342,Midwest,Bachelor,47,Female,White
30,25295,South,High_School,20,Female,White
23,19597,Northeast,Below_High_School,36,Male,White
31,21800,Midwest,Below_High_School,45,Female,Other
29,19527,West,Below_High_School,44,Male,White
39,43014,Northeast,Some_College,55,Male,Black
46,61088,West,Bachelor,57,Female,White
44,66784,Northeast,Bachelor,22,Male,Black
30,22645,South,Below_High_School,25,Male,Asian
33,28006,South,High_School,57,Female,Other
32,27197,West,Below_High_School,46,Female,Other
45,75228,South,Above_Bachelor,52,Male,Black
28,30059,South,High_School,61,Male,White
49,33917,Midwest,High_School,23,Male,Black
37,37794,Northeast,High_School,40,Female,White
32,34352,Midwest,High_School,27,Female,White
38,30703,Midwest,High_School,30,Female,Black
40,44894,West,Some_College,65,Male,Other
39,27261,Midwest,Below_High_School,25,Male,Other
30,32506,South,High_School,50,Female,White
42,47048,Northeast,High_School,24,Male,White
28,23017,Midwest,Below_High_School,42,Male,White
39,43758,Northeast,Some_College,57,Female,Other
35,44724,South,Some_College,20,Male,White
29,34808,Northeast,High_School,35,Male,Black
33,40556,Northeast,High_School,31,Male,Asian
45,62579,Northeast,Bachelor,43,Male,Black
40,37085,Northeast,High_School,65,Female,Other
36,41501,Northeast,High_School,51,Female,White
40,45000,Midwest,High_School,26,Male,Asian
35,30962,Midwest,High_School,53,Male,Black
40,26018,South,High_School,23,Female,White
31,22696,South,High_School,51,Female,Asian
32,19585,West,Below_High_School,65,Male,White
33,24290,Northeast,Below_High_School,35,Female,Other
27,28707,Northeast,Below_High_School,35,Male,White
40,34195,West,High_School,63,Female,Asian
39,28741,Midwest,High_School,59,Female,White
29,22532,South,Below_High_School,40,Female,White
29,41808,South,Some_College,40,Male,Other
31,43391,West,Some_College,26,Female,Other
27,41879,West,High_School,41,Female,Black
24,23006,Midwest,High_School,39,Male,White
54,58393,West,Bachelor,31,Male,White
40,62660,Midwest,Bachelor,64,Female,Black
35,43387,Midwest,Some_College,64,Male,White
37,47083,West,High_School,36,Female,Black
32,28870,Northeast,Below_High_School,45,Male,Black
34,19220,Northeast,Below_High_School,50,Male,White
25,22792,South,Below_High_School,32,Male,Black
39,39155,West,High_School,48,Female,White
34,36871,South,High_School,44,Female,Other
51,84946,Midwest,Above_Bachelor,19,Female,Asian
32,29741,South,Some_College,27,Male,Asian
43,62953,Northeast,Bachelor,24,Female,White
39,32906,Northeast,High_School,38,Female,White
35,35859,South,High_School,62,Male,White
45,60180,Northeast,Bachelor,37,Female,White
33,31304,South,High_School,25,Male,Other
50,81559,Northeast,Above_Bachelor,61,Male,White
29,25766,South,High_School,31,Male,White
22,24027,Northeast,Below_High_School,61,Male,White
26,30685,South,High_School,27,Female,Black
32,39120,West,High_School,47,Female,White
49,71727,West,Above_Bachelor,48,Female,Other
42,77561,Midwest,Above_Bachelor,64,Female,Other
30,26303,South,High_School,44,Male,White
30,12507,West,Below_High_School,43,Male,Other
38,29255,South,High_School,53,Female,Black
36,39086,Northeast,High_School,25,Female,White
28,35718,Northeast,High_School,43,Female,Other
